Airline,Departure_Time,Arrival_Time,Duration,Departure,Destination,Date,Total_Stops,SClass,Price
VietJet Air,05:20,06:20,60,SGN,BMV,21-04-2025,0,ECONOMY,651900
VietJet Air,17:15,19:10,115,HAN,DLI,21-04-2025,0,PREMIUM_ECONOMY,4657000
Bamboo Airways,12:25,13:45,80,DAD,HAN,20-04-2025,0,ECONOMY,1953000
Bamboo Airways,20:55,22:40,105,VDH,SGN,16-04-2025,0,BUSINESS,2884000
Vietnam Airlines,17:00,18:25,85,SGN,DAD,21-04-2025,0,ECONOMY,1109000
VietJet Air,06:10,08:10,120,SGN,THD,17-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,12:00,18:10,370,PQC,VII,20-04-2025,1,BUSINESS,7543000
Vietnam Airlines,20:00,21:30,90,UIH,SGN,19-04-2025,0,ECONOMY,1140000
VietJet Air,17:55,19:35,100,DLI,HPH,17-04-2025,0,ECONOMY,1421900
VietJet Air,19:45,21:35,110,SGN,VII,21-04-2025,0,PREMIUM_ECONOMY,4677000
VietJet Air,18:20,20:05,105,CXR,HPH,19-04-2025,0,PREMIUM_ECONOMY,4657000
Vietnam Airlines,12:50,17:50,300,DAD,DLI,16-04-2025,1,BUSINESS,9518000
Bamboo Airways,16:05,18:25,140,SGN,VDO,20-04-2025,0,ECONOMY,1575000
VietJet Air,10:55,12:55,120,PQC,HAN,20-04-2025,0,PREMIUM_ECONOMY,4849800
VietJet Air,07:50,09:00,70,TBB,SGN,19-04-2025,0,ECONOMY,796900
VietJet Air,11:00,13:00,120,SGN,THD,21-04-2025,0,ECONOMY,1451900
Vietnam Airlines,10:30,11:55,85,DAD,HAN,18-04-2025,0,BUSINESS,4024000
Vietnam Airlines,05:25,06:15,50,SGN,VKG,20-04-2025,0,ECONOMY,890000
Bamboo Airways,18:10,19:15,65,BMV,SGN,18-04-2025,0,PREMIUM_ECONOMY,1980000
Vietnam Airlines,06:35,19:10,755,VKG,VDH,20-04-2025,2,ECONOMY,4800000
Vietnam Airlines,09:15,20:20,665,VII,THD,18-04-2025,1,ECONOMY,2980000
Vietnam Airlines,13:30,19:50,380,VII,CXR,15-04-2025,1,BUSINESS,8973000
Bamboo Airways,06:30,07:25,55,SGN,VCS,20-04-2025,0,BUSINESS,3383000
Vietnam Airlines,13:30,22:10,520,VII,DAD,16-04-2025,1,ECONOMY,2566000
Vietnam Airlines,16:20,23:25,425,PQC,HPH,17-04-2025,1,BUSINESS,8983000
VietJet Air,17:20,18:20,60,BMV,SGN,21-04-2025,0,PREMIUM_ECONOMY,3037000
Vietnam Airlines,09:15,17:30,495,VII,DAD,20-04-2025,1,ECONOMY,2571000
Vietnam Airlines,10:20,18:10,470,PQC,VII,19-04-2025,1,ECONOMY,2456000
Bamboo Airways,12:45,15:00,135,HAN,SGN,17-04-2025,0,ECONOMY,1778000
Bamboo Airways,14:55,16:20,85,HAN,DAD,16-04-2025,0,BUSINESS,2790000
Vietnam Airlines,09:40,20:50,670,THD,VDO,17-04-2025,1,ECONOMY,3224000
Bamboo Airways,10:45,12:55,130,HAN,SGN,17-04-2025,0,PREMIUM_ECONOMY,4936000
Bamboo Airways,10:25,11:45,80,DAD,HAN,18-04-2025,0,ECONOMY,1386000
VietJet Air,08:05,09:55,110,DLI,HAN,21-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,17:50,19:10,80,DAD,HAN,18-04-2025,0,PREMIUM_ECONOMY,2365000
Vietnam Airlines,10:50,12:25,95,DAD,HAN,21-04-2025,0,BUSINESS,4904000
VietJet Air,19:50,21:50,120,THD,SGN,16-04-2025,0,PREMIUM_ECONOMY,4667000
Vietnam Airlines,06:25,13:25,420,HPH,BMV,21-04-2025,1,ECONOMY,4049000
Vietnam Airlines,06:40,11:20,280,VCS,DLI,20-04-2025,1,ECONOMY,2668000
Vietnam Airlines,09:00,16:20,440,HAN,PXU,20-04-2025,1,ECONOMY,4187000
Bamboo Airways,08:15,17:55,580,HAN,SGN,20-04-2025,1,PREMIUM_ECONOMY,6900000
Bamboo Airways,11:00,13:05,125,SGN,HPH,20-04-2025,0,BUSINESS,3237000
Vietnam Airlines,07:55,16:40,525,DLI,DAD,18-04-2025,1,ECONOMY,3237000
VietJet Air,06:55,07:55,60,BMV,SGN,17-04-2025,0,PREMIUM_ECONOMY,3037000
Vietnam Airlines,21:30,23:55,145,VDO,SGN,21-04-2025,0,BUSINESS,5004000
VietJet Air,17:45,19:20,95,VDH,SGN,17-04-2025,0,PREMIUM_ECONOMY,3565600
Vietnam Airlines,06:00,18:20,740,DAD,VCL,15-04-2025,1,ECONOMY,3384000
Bamboo Airways,14:35,16:55,140,HAN,SGN,21-04-2025,0,ECONOMY,2020000
Vietnam Airlines,15:30,21:20,350,DLI,DAD,20-04-2025,1,ECONOMY,3242000
VietJet Air,09:10,11:15,125,PQC,HAN,18-04-2025,0,PREMIUM_ECONOMY,4849800
Vietnam Airlines,10:05,16:35,390,PQC,PXU,16-04-2025,1,ECONOMY,3117000
Vietnam Airlines,11:25,20:35,550,PXU,HPH,15-04-2025,1,ECONOMY,3252000
VietJet Air,10:55,12:15,80,DAD,HAN,15-04-2025,0,ECONOMY,1593900
Vietnam Airlines,06:25,20:20,835,HPH,THD,15-04-2025,1,ECONOMY,3923000
Vietnam Airlines,08:40,10:05,85,SGN,DAD,15-04-2025,0,ECONOMY,1526000
Vietnam Airlines,10:00,16:20,380,HAN,PXU,20-04-2025,1,ECONOMY,4187000
Vietnam Airlines,17:15,18:45,90,DAD,HAN,17-04-2025,0,BUSINESS,4904000
Vietnam Airlines,08:10,20:15,725,VCS,HUI,18-04-2025,1,ECONOMY,2338000
Vietnam Airlines,10:45,16:15,330,DAD,PQC,15-04-2025,1,ECONOMY,4327000
Bamboo Airways,05:55,08:05,130,SGN,HAN,20-04-2025,0,BUSINESS,3791000
Vietnam Airlines,11:00,12:35,95,BMV,THD,20-04-2025,0,BUSINESS,3904000
VietJet Air,13:30,14:45,75,HUI,HAN,20-04-2025,0,ECONOMY,966900
Vietnam Airlines,10:20,19:10,530,PXU,VDH,18-04-2025,1,ECONOMY,3654000
VietJet Air,17:20,18:20,60,BMV,SGN,18-04-2025,0,PREMIUM_ECONOMY,3007000
Vietnam Airlines,08:10,14:55,405,VCS,CXR,18-04-2025,1,ECONOMY,2863000
VietJet Air,13:45,15:05,80,DAD,HAN,15-04-2025,0,ECONOMY,1411900
Bamboo Airways,11:20,18:00,400,UIH,VDH,21-04-2025,1,ECONOMY,4672000
Vietnam Airlines,16:30,18:35,125,VII,SGN,19-04-2025,0,BUSINESS,5014000
VietJet Air,08:25,10:15,110,VII,SGN,16-04-2025,0,ECONOMY,1099900
Vietnam Airlines,21:10,23:30,140,HAN,SGN,20-04-2025,0,ECONOMY,1541000
Bamboo Airways,10:45,12:30,105,CXR,HAN,17-04-2025,0,ECONOMY,1818000
Bamboo Airways,10:25,17:30,425,UIH,BMV,19-04-2025,1,ECONOMY,2184000
Vietnam Airlines,06:50,12:35,345,VCS,VCL,20-04-2025,1,ECONOMY,3828000
Bamboo Airways,07:15,08:30,75,HAN,HUI,16-04-2025,0,BUSINESS,3396000
Vietnam Airlines,09:15,19:10,595,VII,VDH,15-04-2025,2,ECONOMY,6418000
Vietravel Airlines,17:45,19:55,130,SGN,HAN,21-04-2025,0,ECONOMY,1414800
Vietnam Airlines,10:05,21:10,665,VDH,HPH,20-04-2025,1,ECONOMY,3014000
VietJet Air,12:10,14:00,110,HAN,CXR,20-04-2025,0,PREMIUM_ECONOMY,4687000
Vietnam Airlines,12:30,19:20,410,CXR,UIH,16-04-2025,1,ECONOMY,2160000
Vietnam Airlines,15:10,16:35,85,HAN,DAD,20-04-2025,0,ECONOMY,2526000
Vietnam Airlines,08:00,14:35,395,DLI,HUI,17-04-2025,1,BUSINESS,8218000
Bamboo Airways,12:40,14:35,115,CXR,HAN,21-04-2025,0,BUSINESS,4782000
Vietnam Airlines,21:00,23:15,135,SGN,HAN,20-04-2025,0,BUSINESS,5994000
Vietnam Airlines,12:05,13:40,95,SGN,DAD,18-04-2025,0,ECONOMY,1659000
VietJet Air,08:55,10:25,90,VCA,DAD,17-04-2025,0,PREMIUM_ECONOMY,3169800
Vietnam Airlines,09:05,10:20,75,CXR,DAD,21-04-2025,0,BUSINESS,2784000
Vietnam Airlines,15:35,17:00,85,VCL,HAN,16-04-2025,0,BUSINESS,2764000
VietJet Air,16:45,18:35,110,VII,SGN,21-04-2025,0,PREMIUM_ECONOMY,4687000
VietJet Air,11:35,12:55,80,DAD,SGN,19-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,08:25,09:25,60,SGN,PQC,21-04-2025,0,ECONOMY,1976000
Vietnam Airlines,09:30,16:00,390,HPH,DLI,18-04-2025,1,ECONOMY,4132000
Vietnam Airlines,14:00,16:15,135,HAN,SGN,20-04-2025,0,BUSINESS,8974000
VietJet Air,20:20,22:20,120,HPH,SGN,18-04-2025,0,PREMIUM_ECONOMY,4677000
Vietnam Airlines,12:20,13:20,60,BMV,SGN,17-04-2025,0,ECONOMY,826000
VietJet Air,06:15,08:20,125,VCA,HPH,21-04-2025,0,ECONOMY,1839900
VietJet Air,07:55,10:00,125,PQC,HAN,21-04-2025,0,ECONOMY,1496900
Bamboo Airways,19:20,21:10,110,HAN,CXR,20-04-2025,0,ECONOMY,2133000
VietJet Air,07:55,10:05,130,SGN,HAN,20-04-2025,0,PREMIUM_ECONOMY,4697000
VietJet Air,18:35,19:45,70,SGN,UIH,15-04-2025,0,PREMIUM_ECONOMY,3214800
Vietnam Airlines,13:20,22:10,530,PQC,DAD,20-04-2025,1,ECONOMY,2021000
VietJet Air,13:20,15:30,130,HAN,SGN,17-04-2025,0,ECONOMY,1322000
VietJet Air,13:45,15:35,110,THD,PQC,15-04-2025,0,ECONOMY,715900
Vietnam Airlines,09:00,14:00,300,VII,DAD,18-04-2025,1,ECONOMY,3472000
VietJet Air,16:10,17:35,85,BMV,VII,21-04-2025,0,ECONOMY,1406900
Vietnam Airlines,13:45,16:05,140,VCA,HAN,18-04-2025,0,ECONOMY,1802000
VietJet Air,15:35,17:20,105,HPH,DLI,19-04-2025,0,ECONOMY,1828900
Vietnam Airlines,09:15,19:20,605,VII,UIH,20-04-2025,1,ECONOMY,2917000
Vietnam Airlines,14:15,19:15,300,HPH,PQC,18-04-2025,1,BUSINESS,7523000
Vietnam Airlines,07:20,08:20,60,HAN,VII,16-04-2025,0,ECONOMY,1156000
Bamboo Airways,20:20,21:40,80,SGN,DAD,19-04-2025,0,ECONOMY,1386000
Vietnam Airlines,17:35,23:25,350,DAD,HPH,17-04-2025,1,BUSINESS,7868000
Vietnam Airlines,08:00,14:55,415,DLI,CXR,21-04-2025,1,ECONOMY,2650000
Vietnam Airlines,05:00,10:25,325,HAN,UIH,16-04-2025,1,ECONOMY,4467000
VietJet Air,16:50,18:10,80,DAD,HPH,21-04-2025,0,ECONOMY,2114900
Vietnam Airlines,09:40,23:25,825,VCS,HPH,17-04-2025,1,ECONOMY,3097000
Vietnam Airlines,12:35,19:10,395,HUI,VDH,20-04-2025,1,ECONOMY,2653000
Vietnam Airlines,12:35,20:20,465,DLI,THD,19-04-2025,1,ECONOMY,5437000
Vietnam Airlines,13:20,20:40,440,PQC,DAD,16-04-2025,1,ECONOMY,3237000
Vietnam Airlines,06:00,11:20,320,HAN,PQC,16-04-2025,1,BUSINESS,11738000
VietJet Air,09:10,11:15,125,PQC,HAN,17-04-2025,0,ECONOMY,1027000
Vietnam Airlines,11:25,23:25,720,PXU,HPH,15-04-2025,1,ECONOMY,3252000
Vietnam Airlines,14:15,21:15,420,VCL,DAD,18-04-2025,1,ECONOMY,2340000
VietJet Air,16:40,17:50,70,SGN,CXR,15-04-2025,0,PREMIUM_ECONOMY,3052000
VietJet Air,17:50,19:00,70,PQC,SGN,15-04-2025,0,PREMIUM_ECONOMY,3037000
Vietnam Airlines,20:00,22:15,135,HAN,SGN,18-04-2025,0,BUSINESS,7749000
VietJet Air,05:40,06:35,55,SGN,PQC,20-04-2025,0,PREMIUM_ECONOMY,3047000
Vietnam Airlines,09:00,16:35,455,VII,DAD,20-04-2025,1,BUSINESS,8438000
Vietnam Airlines,06:25,11:20,295,HPH,DLI,17-04-2025,1,ECONOMY,4137000
Vietnam Airlines,05:00,07:15,135,HAN,SGN,20-04-2025,0,ECONOMY,1732000
Vietnam Airlines,06:40,15:35,535,VCS,CXR,20-04-2025,1,ECONOMY,2433000
Vietnam Airlines,14:15,22:50,515,HPH,DAD,19-04-2025,1,ECONOMY,4396000
Bamboo Airways,15:40,17:35,115,CXR,HAN,19-04-2025,0,ECONOMY,2526000
VietJet Air,16:40,18:50,130,VCA,HAN,17-04-2025,0,ECONOMY,761900
Bamboo Airways,10:00,20:00,600,VKG,SGN,21-04-2025,1,ECONOMY,4467000
Vietnam Airlines,09:55,15:50,355,DAD,VII,21-04-2025,1,BUSINESS,7853000
Vietnam Airlines,13:20,18:45,325,VCA,HAN,20-04-2025,1,ECONOMY,2543000
VietJet Air,08:20,09:40,80,DAD,HAN,20-04-2025,0,ECONOMY,956900
VietJet Air,16:05,17:25,80,SGN,DAD,21-04-2025,0,PREMIUM_ECONOMY,3189800
Vietnam Airlines,11:15,19:50,515,HPH,DLI,18-04-2025,1,ECONOMY,2265000
VietJet Air,06:05,07:40,95,HAN,UIH,21-04-2025,0,ECONOMY,2053300
Bamboo Airways,10:45,12:55,130,PQC,HAN,15-04-2025,0,BUSINESS,4176000
Vietnam Airlines,13:45,20:15,390,VCA,DAD,17-04-2025,1,BUSINESS,9093000
Vietnam Airlines,18:35,19:50,75,SGN,CXR,16-04-2025,0,ECONOMY,881000
Vietnam Airlines,16:50,18:20,90,SGN,VCL,19-04-2025,0,ECONOMY,1281000
Vietnam Airlines,13:50,20:40,410,PQC,DAD,20-04-2025,1,BUSINESS,9208000
VietJet Air,09:35,11:10,95,VDH,SGN,17-04-2025,0,PREMIUM_ECONOMY,3595600
VietJet Air,10:40,12:00,80,DAD,SGN,15-04-2025,0,ECONOMY,1494900
Vietnam Airlines,10:05,11:50,105,VDH,SGN,21-04-2025,0,ECONOMY,2145000
Vietnam Airlines,15:35,22:25,410,BMV,HAN,18-04-2025,1,ECONOMY,2621000
Vietnam Airlines,06:25,19:10,765,HPH,VDH,15-04-2025,2,ECONOMY,6834000
Vietnam Airlines,13:20,20:40,440,PQC,DAD,15-04-2025,1,ECONOMY,3242000
VietJet Air,14:45,17:00,135,HAN,PQC,16-04-2025,0,ECONOMY,4003900
Bamboo Airways,13:50,15:35,105,HPH,CXR,15-04-2025,0,PREMIUM_ECONOMY,2379000
Vietnam Airlines,06:40,07:50,70,SGN,VCS,21-04-2025,0,PREMIUM_ECONOMY,2594000
Vietnam Airlines,15:40,17:30,110,TBB,HAN,18-04-2025,0,BUSINESS,5404000
Vietnam Airlines,13:10,14:25,75,HUI,DLI,19-04-2025,0,BUSINESS,2784000
Bamboo Airways,12:40,14:35,115,CXR,HAN,19-04-2025,0,ECONOMY,2148000
Vietnam Airlines,09:45,14:40,295,PQC,THD,16-04-2025,1,ECONOMY,3930000
Vietnam Airlines,10:05,20:15,610,PQC,HUI,16-04-2025,1,ECONOMY,2362000
Vietnam Airlines,12:15,16:00,225,PQC,DLI,18-04-2025,1,BUSINESS,8073000
Vietnam Airlines,09:30,14:55,325,HPH,DLI,20-04-2025,1,ECONOMY,2604000
Vietnam Airlines,16:55,17:55,60,HAN,VII,20-04-2025,0,ECONOMY,1369000
Bamboo Airways,08:40,10:20,100,DAD,PQC,21-04-2025,0,ECONOMY,1198000
Vietnam Airlines,16:00,17:30,90,SGN,DAD,20-04-2025,0,ECONOMY,1231000
Vietnam Airlines,16:25,18:40,135,HAN,VCA,15-04-2025,0,ECONOMY,2881000
Vietnam Airlines,06:00,19:50,830,HAN,DLI,16-04-2025,1,ECONOMY,1788000
Vietnam Airlines,09:50,18:10,500,DAD,VII,16-04-2025,1,ECONOMY,4401000
Bamboo Airways,11:35,21:05,570,UIH,PQC,17-04-2025,1,ECONOMY,2213000
VietJet Air,06:30,07:35,65,CXR,SGN,18-04-2025,0,PREMIUM_ECONOMY,3027000
Vietnam Airlines,10:20,16:35,375,VCS,PXU,15-04-2025,1,ECONOMY,3102000
Bamboo Airways,20:20,21:40,80,SGN,DAD,15-04-2025,0,ECONOMY,1114000
Bamboo Airways,12:40,14:35,115,CXR,HAN,18-04-2025,0,BUSINESS,3627000
VietJet Air,08:25,10:15,110,VII,SGN,21-04-2025,0,PREMIUM_ECONOMY,4697000
Vietnam Airlines,13:20,20:20,420,PQC,THD,15-04-2025,1,ECONOMY,3935000
VietJet Air,16:40,17:50,70,SGN,CXR,15-04-2025,0,ECONOMY,687000
Vietnam Airlines,06:25,13:10,405,HPH,PQC,18-04-2025,1,ECONOMY,4132000
Vietnam Airlines,11:05,16:35,330,UIH,PXU,16-04-2025,1,ECONOMY,3385000
Vietnam Airlines,16:30,22:10,340,VII,DAD,15-04-2025,1,BUSINESS,7873000
VietJet Air,11:45,13:05,80,SGN,DAD,15-04-2025,0,PREMIUM_ECONOMY,3214800
Vietnam Airlines,10:25,12:50,145,HAN,VCA,21-04-2025,0,BUSINESS,5564000
Bamboo Airways,09:55,14:25,270,DLI,HPH,15-04-2025,1,ECONOMY,3396000
Vietnam Airlines,21:20,22:50,90,SGN,DAD,15-04-2025,0,ECONOMY,1066000
VietJet Air,10:55,12:15,80,DAD,HAN,20-04-2025,0,ECONOMY,956900
Vietnam Airlines,09:30,15:15,345,UIH,HUI,18-04-2025,1,ECONOMY,2985000
Vietnam Airlines,13:15,20:50,455,VCS,VDO,19-04-2025,1,ECONOMY,2588000
Vietnam Airlines,12:50,13:50,60,VCS,VCA,20-04-2025,0,PREMIUM_ECONOMY,2544000
Vietnam Airlines,14:35,19:50,315,DAD,DLI,16-04-2025,1,ECONOMY,4342000
Bamboo Airways,16:35,18:05,90,SGN,VCL,21-04-2025,0,BUSINESS,2365000
VietJet Air,09:20,10:40,80,SGN,VCL,18-04-2025,0,ECONOMY,926900
Vietnam Airlines,06:50,12:50,360,DAD,VCA,20-04-2025,1,ECONOMY,6597000
Vietnam Airlines,10:55,13:05,130,SGN,HPH,21-04-2025,0,BUSINESS,4654000
Vietnam Airlines,12:35,14:00,85,HUI,HAN,15-04-2025,0,BUSINESS,4254000
Vietnam Airlines,08:40,13:20,280,PQC,DAD,15-04-2025,1,ECONOMY,4347000
Vietnam Airlines,10:20,17:15,415,VCS,HAN,15-04-2025,1,ECONOMY,3654000
Vietnam Airlines,12:05,19:50,465,DAD,DLI,16-04-2025,1,ECONOMY,4342000
Bamboo Airways,10:45,12:15,90,HPH,UIH,18-04-2025,0,ECONOMY,2463000
Bamboo Airways,20:30,22:35,125,PQC,HAN,15-04-2025,0,BUSINESS,3776000
Bamboo Airways,19:20,21:10,110,HAN,CXR,16-04-2025,0,ECONOMY,2496000
Vietnam Airlines,12:00,13:15,75,PQC,SGN,21-04-2025,0,BUSINESS,4119000
Bamboo Airways,07:35,17:30,595,PQC,BMV,18-04-2025,1,ECONOMY,1646000
Vietnam Airlines,16:05,17:45,100,UIH,SGN,21-04-2025,0,BUSINESS,4664000
Vietnam Airlines,20:40,22:10,90,SGN,DAD,16-04-2025,0,ECONOMY,929000
Vietnam Airlines,09:50,11:20,90,SGN,DAD,19-04-2025,0,BUSINESS,4904000
Vietnam Airlines,10:40,12:40,120,CXR,HAN,17-04-2025,0,ECONOMY,2660000
Vietnam Airlines,08:00,13:05,305,DLI,HPH,19-04-2025,1,ECONOMY,4132000
Vietnam Airlines,09:40,15:00,320,VCS,TBB,16-04-2025,1,ECONOMY,2789000
VietJet Air,14:45,16:45,120,HPH,SGN,16-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,17:10,19:00,110,DLI,HAN,21-04-2025,0,ECONOMY,3296000
Vietnam Airlines,15:40,21:15,335,TBB,SGN,18-04-2025,1,ECONOMY,5212000
Vietnam Airlines,20:00,21:30,90,UIH,SGN,16-04-2025,0,BUSINESS,3424000
VietJet Air,08:00,09:10,70,PXU,SGN,19-04-2025,0,PREMIUM_ECONOMY,3017000
Bamboo Airways,15:15,17:30,135,HPH,SGN,20-04-2025,0,BUSINESS,3252000
Bamboo Airways,18:00,19:40,100,UIH,HAN,21-04-2025,0,ECONOMY,2663000
Vietnam Airlines,20:00,22:15,135,HAN,SGN,19-04-2025,0,ECONOMY,1956000
Vietnam Airlines,11:05,19:50,525,UIH,CXR,19-04-2025,1,ECONOMY,2825000
Vietnam Airlines,18:00,19:20,80,SGN,UIH,16-04-2025,0,BUSINESS,3444000
Vietnam Airlines,11:00,12:40,100,DAD,VCA,15-04-2025,0,BUSINESS,3354000
Bamboo Airways,20:55,23:00,125,VCA,HAN,21-04-2025,0,BUSINESS,4136000
Vietnam Airlines,15:25,17:35,130,THD,SGN,18-04-2025,0,ECONOMY,1276000
Vietnam Airlines,11:40,18:10,390,CXR,VII,17-04-2025,1,BUSINESS,8983000
Vietnam Airlines,09:40,15:40,360,THD,PQC,18-04-2025,1,ECONOMY,2451000
Vietnam Airlines,08:25,15:25,420,HUI,UIH,20-04-2025,1,ECONOMY,2653000
Vietnam Airlines,18:30,20:35,125,DLI,HAN,19-04-2025,0,ECONOMY,2319000
Vietnam Airlines,18:35,19:50,75,SGN,CXR,19-04-2025,0,BUSINESS,4134000
Bamboo Airways,16:25,18:30,125,THD,SGN,21-04-2025,0,ECONOMY,1772000
VietJet Air,07:05,08:25,80,SGN,DAD,16-04-2025,0,ECONOMY,1044900
Vietnam Airlines,21:35,22:50,75,CXR,SGN,21-04-2025,0,ECONOMY,1431000
Vietnam Airlines,11:05,18:15,430,UIH,HAN,16-04-2025,1,ECONOMY,4447000
Vietnam Airlines,15:00,17:15,135,SGN,HAN,21-04-2025,0,BUSINESS,8974000
Vietnam Airlines,08:00,17:15,555,DLI,HPH,19-04-2025,2,ECONOMY,5123000
Bamboo Airways,12:25,14:35,130,HAN,PQC,20-04-2025,0,ECONOMY,1998000
Vietnam Airlines,06:00,15:00,540,DAD,TBB,19-04-2025,1,ECONOMY,2844000
Vietnam Airlines,11:05,19:50,525,UIH,CXR,16-04-2025,1,ECONOMY,2580000
Vietnam Airlines,12:05,13:40,95,SGN,DAD,19-04-2025,0,ECONOMY,1791000
VietJet Air,14:10,15:45,95,PQC,VII,16-04-2025,0,PREMIUM_ECONOMY,4819800
Vietnam Airlines,12:35,19:50,435,HUI,DLI,18-04-2025,1,ECONOMY,3222000
Vietnam Airlines,10:10,18:15,485,VCA,DAD,19-04-2025,1,ECONOMY,4781000
Vietnam Airlines,18:00,20:15,135,HAN,SGN,18-04-2025,0,BUSINESS,8974000
Vietnam Airlines,12:45,18:10,325,PQC,VII,15-04-2025,1,BUSINESS,8973000
VietJet Air,14:45,16:45,120,HPH,SGN,20-04-2025,0,PREMIUM_ECONOMY,4687000
Bamboo Airways,10:25,16:40,375,UIH,PQC,18-04-2025,1,ECONOMY,1803000
Bamboo Airways,20:55,23:00,125,VCA,HAN,18-04-2025,0,BUSINESS,3124000
Vietnam Airlines,09:00,19:20,620,CXR,UIH,16-04-2025,1,ECONOMY,2611000
VietJet Air,13:10,15:15,125,PQC,HPH,18-04-2025,0,PREMIUM_ECONOMY,4819800
Vietnam Airlines,12:45,20:20,455,PQC,THD,16-04-2025,1,BUSINESS,8953000
VietJet Air,14:55,16:40,105,UIH,HAN,16-04-2025,0,PREMIUM_ECONOMY,3565600
VietJet Air,05:35,06:55,80,SGN,DAD,20-04-2025,0,PREMIUM_ECONOMY,3209800
Bamboo Airways,09:55,16:20,385,CAH,DAD,18-04-2025,1,ECONOMY,6027000
Vietnam Airlines,12:50,14:20,90,DAD,HAN,16-04-2025,0,ECONOMY,1389000
Vietnam Airlines,09:40,16:20,400,THD,PXU,21-04-2025,1,ECONOMY,3331000
Vietnam Airlines,06:50,12:35,345,VCS,VCL,17-04-2025,1,ECONOMY,2573000
Bamboo Airways,14:55,16:20,85,HAN,DAD,20-04-2025,0,ECONOMY,1455000
VietJet Air,20:40,22:30,110,SGN,VII,21-04-2025,0,ECONOMY,926900
Vietnam Airlines,13:55,15:15,80,HAN,HUI,21-04-2025,0,ECONOMY,1046000
Vietnam Airlines,16:05,22:30,385,UIH,HAN,17-04-2025,1,ECONOMY,2788000
Bamboo Airways,13:40,16:05,145,HAN,VCS,20-04-2025,0,BUSINESS,7883000
Vietnam Airlines,09:30,14:55,325,HPH,CXR,18-04-2025,1,BUSINESS,8183000
Bamboo Airways,08:20,09:45,85,SGN,HUI,16-04-2025,0,ECONOMY,1089000
Vietnam Airlines,13:30,22:50,560,VII,DAD,21-04-2025,1,ECONOMY,4401000
Vietnam Airlines,06:50,12:35,345,VCS,PQC,18-04-2025,1,ECONOMY,2460000
Vietnam Airlines,11:10,21:20,610,PXU,DAD,18-04-2025,1,ECONOMY,2414000
Vietnam Airlines,11:15,20:20,545,HPH,THD,16-04-2025,1,ECONOMY,2996000
VietJet Air,13:00,14:50,110,CXR,HAN,19-04-2025,0,ECONOMY,1828900
Bamboo Airways,14:55,16:20,85,HAN,DAD,21-04-2025,0,PREMIUM_ECONOMY,2380000
Vietnam Airlines,15:05,16:20,75,SGN,PXU,19-04-2025,0,ECONOMY,1384000
VietJet Air,20:40,22:05,85,HUI,SGN,19-04-2025,0,PREMIUM_ECONOMY,3189800
Vietnam Airlines,06:00,07:25,85,DAD,SGN,15-04-2025,0,ECONOMY,2098000
VietJet Air,10:35,12:00,85,HAN,DAD,21-04-2025,0,PREMIUM_ECONOMY,3199800
Vietnam Airlines,06:50,16:35,585,VCS,PXU,17-04-2025,1,ECONOMY,2162000
VietJet Air,20:20,21:25,65,UIH,SGN,19-04-2025,0,PREMIUM_ECONOMY,3149800
VietJet Air,12:10,13:10,60,PQC,SGN,20-04-2025,0,PREMIUM_ECONOMY,3037000
Vietnam Airlines,08:00,12:05,245,DLI,PQC,15-04-2025,1,ECONOMY,3185000
Vietnam Airlines,13:20,14:50,90,VCA,DAD,20-04-2025,0,ECONOMY,1286000
Vietnam Airlines,15:35,22:15,400,VCL,SGN,18-04-2025,1,BUSINESS,10943000
Vietnam Airlines,16:20,23:25,425,PQC,HPH,18-04-2025,1,BUSINESS,8953000
Vietnam Airlines,06:40,08:50,130,SGN,HPH,17-04-2025,0,BUSINESS,4354000
Vietnam Airlines,08:00,16:35,515,DLI,PXU,15-04-2025,1,ECONOMY,3074000
Vietnam Airlines,15:05,16:20,75,DLI,DAD,15-04-2025,0,ECONOMY,1407000
Bamboo Airways,10:00,12:15,135,VKG,HAN,21-04-2025,0,ECONOMY,2283000
Vietnam Airlines,15:30,16:55,85,HAN,DAD,15-04-2025,0,ECONOMY,2536000
Vietnam Airlines,21:00,23:10,130,THD,SGN,18-04-2025,0,ECONOMY,1246000
Vietnam Airlines,10:05,17:00,415,PQC,CXR,17-04-2025,1,ECONOMY,1367000
Vietnam Airlines,12:35,20:30,475,HUI,BMV,15-04-2025,1,ECONOMY,3241000
Vietnam Airlines,15:25,17:35,130,THD,SGN,21-04-2025,0,ECONOMY,1925000
Bamboo Airways,05:55,06:50,55,SGN,PQC,21-04-2025,0,PREMIUM_ECONOMY,2010000
Vietnam Airlines,09:15,20:50,695,VII,VDO,21-04-2025,1,ECONOMY,3496000
Vietnam Airlines,10:40,18:10,450,HAN,VII,16-04-2025,1,ECONOMY,3356000
Bamboo Airways,06:55,09:15,140,HAN,CAH,20-04-2025,0,BUSINESS,5368000
Vietnam Airlines,07:55,09:40,105,DAD,SGN,19-04-2025,0,ECONOMY,1061000
Vietnam Airlines,07:20,08:20,60,HAN,VII,16-04-2025,0,BUSINESS,3679000
